1922	7	5	38.3	142	228	6.5
1922	7	10	-19.287	-64.207	125	6.8
1922	7	11	22	143	213	6.6
1922	8	13	35.325	27.373	369	6.8
1922	8	14	52.069	130.539	656	6.8
1922	9	1	24.506	122.04	243	7.5
1922	9	4	-10.83	-70.531	112	6.9
1922	9	14	24.378	122.644	243	7.1
1922	10	11	-16.125	-72.385	115	7.6
1922	10	14	24.5	122	243	6.9
1922	10	24	47.267	152.19	221	7.3
1922	11	7	-28.441	-72.193	134	7.1
1922	11	11	-28.553	-70.755	136	8.7
1922	12	6	36.445	70.939	718	7.3
1922	12	7	32.7	130.1	235	6.9
1922	12	8	32.7	130.1	235	6.5
1922	12	8	40.2	143.2	229	6.8
1922	12	31	45.738	150.805	221	7
1923	1	22	40.487	-125.324	34	7.2
1923	2	1	-21.001	169.537	189	6.7
1923	2	2	54.019	161.521	218	7.1
1923	2	3	53.853	160.761	218	8.5
1923	2	23	-0.681	122.996	265	6.8
1923	2	24	55.937	162.623	218	7.2
1923	3	2	7.487	124.928	259	7.1
1923	3	16	6.495	127.058	248	7
1923	3	24	30.553	101.258	307	7.2
1923	4	13	55.415	162.585	218	7.1
1923	4	19	2.41	117.313	261	6.9
1923	4	23	27.885	125.511	245	6.8
1923	5	1	-55.316	-25.844	153	6.8
1923	5	4	55.765	-156.986	17	7.1
1923	5	4	-27.062	-69.78	123	6.7
1923	6	1	35.674	141.767	228	7.1
1923	6	1	36	142	229	7.1
1923	6	22	22.589	98.681	297	7.2
1923	7	2	23.5	122.5	243	6.7
1923	7	13	31	130.9	235	7.1
1923	7	13	30.6	131.2	235	6.6
1923	8	1	34.715	24.974	370	6.7
1923	8	12	25.371	127.785	238	6.8
1923	9	1	35.405	139.084	230	7.9
1923	9	1	35.1	139.5	230	6.5
1923	9	1	35.1	139.5	230	7.3
1923	9	1	35.4	139.4	230	6.6
1923	9	1	35.2	139.7	230	6.6
1923	9	1	35.4	139.8	230	7
1923	9	1	35.4	139	230	6.7
1923	9	1	35.5	140.5	228	6.5
1923	9	1	35.5	138.9	227	6.8
1923	9	2	34.9	140.2	230	7.6
1923	9	2	34.9	140.5	228	7.1
1923	9	2	35.3	139.1	230	6.5
1923	9	2	-15.538	-66.605	120	6.8
1923	9	9	24.943	90.32	316	7.1
1923	9	22	29.12	56.928	353	6.9
1923	9	26	34.8	139.4	230	6.7
1923	10	7	-1.201	129.486	267	7.2
1923	11	2	-4.653	154.232	193	7.2
1923	11	3	29.4	130.8	238	6.8
1923	11	4	-4.539	153.107	190	6.9
1923	11	5	29.646	129.636	238	7.1
1923	11	6	29.2	130.4	238	6.5
1923	12	4	33.3	134	236	6.5
1924	1	14	35.5	139.2	230	7.3
1924	1	16	-22.028	-177.909	171	7
1924	1	21	56.619	145.166	663	6.8
1924	2	29	-49.694	30.282	430	6.8
1924	3	4	9.557	-83.844	78	7
